1	0.365887708649	16475
2	0.299122719569	10031
3	0.251011797124	7742
4	0.221295313211	6593
5	0.191618879577	6801
6	0.185239253852	6165
7	0.174657711186	5530
8	0.163579645155	5129
9	0.152345102111	5136
10	0.124779696863	5674
11	0.126285160039	5155
12	0.137200029265	4556
13	0.140731761076	4188
14	0.136196364172	3882
15	0.13238506477	3937
16	0.130212691771	3585
17	0.138477743675	3239
18	0.142049956934	3225
19	0.118096697044	3367
20	0.093114332476	4277
21	0.123949133509	3138
22	0.132131720522	2653
23	0.132695064133	2366
24	0.141244141457	2347
25	0.151356005166	2323
26	0.141742133268	2183
27	0.143701423332	1949
28	0.146963281991	1957
29	0.140357050261	1862
30	0.146029983343	1801
31	0.150965443261	1684
32	0.139440298507	1675
33	0.156413980056	1565
34	0.157082987239	1558
35	0.147167007245	1538
36	0.1500291248	1526
37	0.148199992822	1506
38	0.147019423979	1493
39	0.133416980343	1594
40	0.107248828735	1921
41	0.134751193356	1492
42	0.149794194876	1342
43	0.146847565842	1253
44	0.156791353672	1186
45	0.160764803434	1139
46	0.148867962332	1085
47	0.174068906716	1098
48	0.155638415404	1056
49	0.172624079217	1014
50	0.160958772771	1043
51	0.167766808809	1007
52	0.183478081059	930
53	0.168967118315	894
54	0.16946521492	847
55	0.183975679121	927
56	0.162412112496	894
57	0.170778185132	847
58	0.15744046369	821
59	0.182342401713	823
60	0.163885757234	887
61	0.172874592987	871
62	0.184104849742	731
63	0.188917040213	733
64	0.195097870879	728
65	0.191527987897	661
66	0.181841208437	658
67	0.18034273079	675
68	0.184948096886	680
69	0.189991960541	667
70	0.187597611392	622
71	0.186554912296	652
72	0.197853743364	607
73	0.193428628152	690
74	0.202766546074	635
75	0.18959124928	579
76	0.19013049866	609
77	0.195960546867	607
78	0.194711538462	592
79	0.222124380848	575
80	0.206571691176	544
81	0.213794360166	542
82	0.187071265244	512
83	0.213076755921	499
84	0.213688085676	498
85	0.235652661064	525
86	0.218343515964	472
87	0.224016683641	474
88	0.210926573427	520
89	0.214893617021	470
90	0.195906432749	475
91	0.210595374774	469
92	0.213065661047	490
93	0.232896652111	458
94	0.253740228814	411
95	0.227999051683	444
96	0.233370288248	451
97	0.22592673832	423
98	0.22667638484	378
99	0.21756021756	403
100	0.20259009009	444
101	0.21349009901	448
102	0.242355683532	429
103	0.225327795016	388
104	0.222706330128	384
105	0.216297428062	374
106	0.215678231916	391
107	0.231223804441	359
108	0.242452167808	422
109	0.21848547823	362
110	0.249553469201	397
111	0.240730871717	355
112	0.24568877551	350
113	0.241614116899	334
114	0.230779153767	340
115	0.221435179067	329
116	0.237010241473	367
117	0.233075168559	341
118	0.226531008693	349
119	0.228392156863	375
120	0.247230848861	322
121	0.228200371058	343
122	0.252473354681	343
123	0.231328586578	322
124	0.234934135463	311
125	0.228916943522	301
126	0.251760748449	302
127	0.235016801244	314
128	0.273014440433	277
129	0.219847049304	297
130	0.239973474801	290
131	0.261128895455	279
132	0.264513264513	273
133	0.238548498907	282
134	0.264254897388	256
135	0.237720797721	325
136	0.26384572697	265
137	0.263663129485	238
138	0.270208758437	277
139	0.26248630725	243
140	0.25917989418	270
141	0.277343649259	275
142	0.221660608814	248
143	0.275099349989	227
144	0.259947447447	259
145	0.272654370489	258
146	0.269442347104	254
147	0.269822683172	244
148	0.293526785714	224
149	0.283081655481	240
150	0.267974842767	265
151	0.272664992007	232
152	0.257479799083	241
153	0.245395127748	253
154	0.303505911129	223
155	0.288483305037	228
156	0.277875793931	218
157	0.289253783673	218
158	0.319453697535	228
159	0.313875786164	224
160	0.259755291005	189
161	0.297202220634	226
162	0.289066072245	216
